Order Date,Requested Delivery Date,Customer Country Code,Product Code,Description,Order Type,Customer Order Code,Value,Currency,Items,Route
25.10.2033,08.01.2034,IT,P0450,Product 450,VO,ORD001316,699.42,GBP,91,R00
26.10.2033,23.01.2034,DE,P0451,Product 451,VO,ORD001317,1016.83,RUB,31,R01
27.10.2033,17.02.2034,ES,P0452,Product 452,VO,ORD001317,264.48,RUB,96,R02
28.10.2033,28.11.2033,IT,P0453,Product 453,VO,ORD001317,600.1,EUR,1,R03
29.10.2033,19.12.2033,IT,P0454,Product 454,VO,ORD001318,1870.41,EUR,93,R04
30.10.2033,17.02.2034,DE,P0455,Product 455,VO,ORD001318,207.24,RUB,58,R05
31.10.2033,13.01.2034,FI,P0456,Product 456,VO,ORD001318,1374.94,RUB,33,R06
01.11.2033,21.12.2033,RU,P0457,Product 457,VO,ORD001319,375.14,RUB,98,R07
02.11.2033,20.02.2034,FI,P0458,Product 458,VO,ORD001319,880.08,GBP,11,R08
03.11.2033,02.03.2034,IT,P0459,Product 459,VO,ORD001319,1896.93,EUR,92,R09
04.11.2033,24.04.2034,DE,P0460,Product 460,VO,ORD001320,1328.96,EUR,57,R10
05.11.2033,31.01.2034,PL,P0461,Product 461,VO,ORD001320,213.86,RUB,80,R11
06.11.2033,25.01.2034,FR,P0462,Product 462,VO,ORD001320,122.62,USD,85,R12
07.11.2033,23.04.2034,SE,P0463,Product 463,VO,ORD001321,872.34,GBP,86,R13
08.11.2033,01.01.2034,FI,P0464,Product 464,VO,ORD001321,1141.02,EUR,8,R14
09.11.2033,20.12.2033,FI,P0465,Product 465,VO,ORD001321,1965.07,RUB,42,R15
10.11.2033,15.02.2034,ES,P0466,Product 466,VO,ORD001322,985.96,USD,73,R16
11.11.2033,02.02.2034,NL,P0467,Product 467,VO,ORD001322,1236.44,USD,79,R17
12.11.2033,14.04.2034,FR,P0468,Product 468,VO,ORD001322,302.85,RUB,20,R18
13.11.2033,03.03.2034,PL,P0469,Product 469,VO,ORD001323,606.76,GBP,85,R19
14.11.2033,29.04.2034,PL,P0470,Product 470,VO,ORD001323,1277.45,USD,61,R20
15.11.2033,31.12.2033,ES,P0471,Product 471,VO,ORD001323,915.21,GBP,42,R21
16.11.2033,03.05.2034,FI,P0472,Product 472,VO,ORD001324,222.11,GBP,90,R22
17.11.2033,06.04.2034,RU,P0473,Product 473,VO,ORD001324,401.56,USD,73,R23
18.11.2033,22.01.2034,IT,P0474,Product 474,VO,ORD001324,1971.22,GBP,99,R24
19.11.2033,24.03.2034,ES,P0475,Product 475,VO,ORD001325,808.43,GBP,92,R25
20.11.2033,28.04.2034,PL,P0476,Product 476,VO,ORD001325,600.62,RUB,51,R26
21.11.2033,30.04.2034,IT,P0477,Product 477,VO,ORD001325,170.75,EUR,97,R27
22.11.2033,27.02.2034,PL,P0478,Product 478,VO,ORD001326,1047.09,GBP,16,R28
23.11.2033,03.05.2034,ES,P0479,Product 479,VO,ORD001326,1283.32,GBP,3,R29
24.11.2033,10.04.2034,IT,P0480,Product 480,VO,ORD001326,625.31,RUB,34,R30
25.11.2033,11.04.2034,ES,P0481,Product 481,VO,ORD001327,795.0,EUR,73,R31
26.11.2033,03.02.2034,NL,P0482,Product 482,VO,ORD001327,1990.05,EUR,20,R32
27.11.2033,31.12.2033,IT,P0483,Product 483,VO,ORD001327,1612.43,EUR,70,R33
28.11.2033,16.03.2034,FR,P0484,Product 484,VO,ORD001328,1394.17,EUR,59,R34
29.11.2033,24.05.2034,PL,P0485,Product 485,VO,ORD001328,747.9,GBP,62,R35
30.11.2033,23.01.2034,ES,P0486,Product 486,VO,ORD001328,1471.92,EUR,31,R36
01.12.2033,18.05.2034,ES,P0487,Product 487,VO,ORD001329,629.06,RUB,66,R37
02.12.2033,18.04.2034,FR,P0488,Product 488,VO,ORD001329,1737.51,GBP,43,R38
03.12.2033,10.04.2034,RU,P0489,Product 489,VO,ORD001329,325.06,RUB,90,R39
04.12.2033,03.04.2034,PL,P0490,Product 490,VO,ORD001330,1633.46,GBP,99,R40
05.12.2033,25.04.2034,IT,P0491,Product 491,VO,ORD001330,1357.28,GBP,86,R41
06.12.2033,28.02.2034,SE,P0492,Product 492,VO,ORD001330,510.29,USD,65,R42
07.12.2033,24.01.2034,NL,P0493,Product 493,VO,ORD001331,571.28,EUR,1,R43
08.12.2033,31.01.2034,SE,P0494,Product 494,VO,ORD001331,602.27,RUB,27,R44
09.12.2033,18.05.2034,FI,P0495,Product 495,VO,ORD001331,838.17,RUB,27,R45
10.12.2033,18.01.2034,SE,P0496,Product 496,VO,ORD001332,333.23,RUB,24,R46
11.12.2033,19.04.2034,IT,P0497,Product 497,VO,ORD001332,783.36,RUB,89,R47
12.12.2033,08.04.2034,RU,P0498,Product 498,VO,ORD001332,442.24,EUR,15,R48
13.12.2033,26.01.2034,DE,P0499,Product 499,VO,ORD001333,831.2,RUB,36,R49
14.12.2033,25.04.2034,US,P0000,Product 0,VO,ORD001333,1383.97,EUR,34,R00
15.12.2033,17.05.2034,RU,P0001,Product 1,VO,ORD001333,1709.54,RUB,74,R01
16.12.2033,04.02.2034,FI,P0002,Product 2,VO,ORD001334,564.79,USD,97,R02
17.12.2033,29.03.2034,IT,P0003,Product 3,VO,ORD001334,1272.96,GBP,75,R03
18.12.2033,01.02.2034,PL,P0004,Product 4,VO,ORD001334,1193.61,RUB,19,R04
19.12.2033,07.04.2034,SE,P0005,Product 5,VO,ORD001335,926.17,USD,44,R05
20.12.2033,23.01.2034,US,P0006,Product 6,VO,ORD001335,208.06,EUR,75,R06
21.12.2033,05.02.2034,US,P0007,Product 7,VO,ORD001335,378.77,RUB,28,R07
22.12.2033,12.02.2034,DE,P0008,Product 8,VO,ORD001336,1959.15,RUB,11,R08
23.12.2033,11.04.2034,IT,P0009,Product 9,VO,ORD001336,1594.3,GBP,27,R09
24.12.2033,29.04.2034,FR,P0010,Product 10,VO,ORD001336,367.63,USD,70,R10
25.12.2033,21.04.2034,DE,P0011,Product 11,VO,ORD001337,1717.13,GBP,62,R11
26.12.2033,13.05.2034,DE,P0012,Product 12,VO,ORD001337,1533.13,EUR,12,R12
27.12.2033,08.04.2034,RU,P0013,Product 13,VO,ORD001337,1593.01,RUB,36,R13
28.12.2033,17.03.2034,PL,P0014,Product 14,VO,ORD001338,1938.27,EUR,77,R14
29.12.2033,20.04.2034,PL,P0015,Product 15,VO,ORD001338,354.14,RUB,57,R15
30.12.2033,10.05.2034,DE,P0016,Product 16,VO,ORD001338,1130.16,USD,29,R16
31.12.2033,06.05.2034,SE,P0017,Product 17,VO,ORD001339,138.58,RUB,24,R17
01.01.2034,06.06.2034,PL,P0018,Product 18,VO,ORD001339,454.48,USD,24,R18
02.01.2034,14.02.2034,DE,P0019,Product 19,VO,ORD001339,156.54,EUR,13,R19
03.01.2034,23.03.2034,US,P0020,Product 20,VO,ORD001340,591.87,EUR,99,R20
04.01.2034,11.03.2034,NL,P0021,Product 21,VO,ORD001340,1176.21,EUR,86,R21
05.01.2034,06.04.2034,FI,P0022,Product 22,VO,ORD001340,1448.03,GBP,39,R22
06.01.2034,30.03.2034,FR,P0023,Product 23,VO,ORD001341,1544.79,USD,38,R23
07.01.2034,12.06.2034,US,P0024,Product 24,VO,ORD001341,1821.32,GBP,63,R24
08.01.2034,14.05.2034,DE,P0025,Product 25,VO,ORD001341,740.14,RUB,80,R25
09.01.2034,27.02.2034,PL,P0026,Product 26,VO,ORD001342,1396.48,RUB,52,R26
10.01.2034,05.03.2034,SE,P0027,Product 27,VO,ORD001342,171.09,RUB,27,R27
11.01.2034,03.07.2034,FR,P0028,Product 28,VO,ORD001342,1921.12,EUR,63,R28
12.01.2034,25.05.2034,PL,P0029,Product 29,VO,ORD001343,1983.23,USD,47,R29
13.01.2034,24.03.2034,RU,P0030,Product 30,VO,ORD001343,972.74,RUB,61,R30
14.01.2034,09.07.2034,DE,P0031,Product 31,VO,ORD001343,1048.61,USD,24,R31
15.01.2034,03.06.2034,SE,P0032,Product 32,VO,ORD001344,1768.4,EUR,1,R32
16.01.2034,12.04.2034,FI,P0033,Product 33,VO,ORD001344,145.08,GBP,31,R33
17.01.2034,08.04.2034,PL,P0034,Product 34,VO,ORD001344,593.11,GBP,62,R34
18.01.2034,03.03.2034,SE,P0035,Product 35,VO,ORD001345,1070.04,RUB,92,R35
19.01.2034,02.06.2034,NL,P0036,Product 36,VO,ORD001345,1181.6,EUR,47,R36
20.01.2034,30.06.2034,FR,P0037,Product 37,VO,ORD001345,1575.51,GBP,81,R37
21.01.2034,04.04.2034,FR,P0038,Product 38,VO,ORD001346,1564.05,EUR,79,R38
22.01.2034,01.07.2034,RU,P0039,Product 39,VO,ORD001346,691.64,RUB,72,R39
23.01.2034,09.03.2034,DE,P0040,Product 40,VO,ORD001346,1717.95,EUR,3,R40
24.01.2034,15.04.2034,DE,P0041,Product 41,VO,ORD001347,1427.11,USD,31,R41
25.01.2034,16.04.2034,FI,P0042,Product 42,VO,ORD001347,245.42,EUR,35,R42
26.01.2034,15.06.2034,FI,P0043,Product 43,VO,ORD001347,1244.71,GBP,2,R43
27.01.2034,06.04.2034,US,P0044,Product 44,VO,ORD001348,264.34,EUR,60,R44
28.01.2034,13.04.2034,SE,P0045,Product 45,VO,ORD001348,1658.66,EUR,36,R45
29.01.2034,09.04.2034,NL,P0046,Product 46,VO,ORD001348,497.64,USD,16,R46
30.01.2034,09.05.2034,IT,P0047,Product 47,VO,ORD001349,1122.16,USD,73,R47
31.01.2034,01.06.2034,ES,P0048,Product 48,VO,ORD001349,1787.8,USD,47,R48
01.02.2034,30.05.2034,FI,P0049,Product 49,VO,ORD001349,210.09,RUB,28,R49
02.02.2034,07.06.2034,NL,P0050,Product 50,VO,ORD001350,135.54,EUR,19,R00
03.02.2034,30.04.2034,NL,P0051,Product 51,VO,ORD001350,1707.93,EUR,43,R01
04.02.2034,26.07.2034,SE,P0052,Product 52,VO,ORD001350,814.82,RUB,80,R02
05.02.2034,29.05.2034,IT,P0053,Product 53,VO,ORD001351,1289.57,EUR,34,R03
06.02.2034,22.06.2034,ES,P0054,Product 54,VO,ORD001351,1005.73,RUB,57,R04
07.02.2034,10.04.2034,PL,P0055,Product 55,VO,ORD001351,463.63,GBP,15,R05
08.02.2034,26.07.2034,US,P0056,Product 56,VO,ORD001352,342.55,GBP,45,R06
09.02.2034,03.08.2034,FR,P0057,Product 57,VO,ORD001352,273.46,GBP,88,R07
10.02.2034,12.03.2034,IT,P0058,Product 58,VO,ORD001352,1615.12,RUB,50,R08
11.02.2034,05.06.2034,NL,P0059,Product 59,VO,ORD001353,1414.29,RUB,63,R09
12.02.2034,25.04.2034,DE,P0060,Product 60,VO,ORD001353,1412.24,GBP,52,R10
13.02.2034,08.04.2034,RU,P0061,Product 61,VO,ORD001353,751.37,GBP,93,R11
14.02.2034,19.04.2034,RU,P0062,Product 62,VO,ORD001354,1931.5,RUB,24,R12
15.02.2034,14.06.2034,IT,P0063,Product 63,VO,ORD001354,530.76,GBP,3,R13
16.02.2034,30.07.2034,DE,P0064,Product 64,VO,ORD001354,372.87,GBP,84,R14
17.02.2034,20.03.2034,DE,P0065,Product 65,VO,ORD001355,686.62,RUB,49,R15
18.02.2034,24.07.2034,DE,P0066,Product 66,VO,ORD001355,914.28,GBP,60,R16
19.02.2034,24.04.2034,NL,P0067,Product 67,VO,ORD001355,698.82,USD,18,R17
20.02.2034,20.05.2034,FI,P0068,Product 68,VO,ORD001356,695.53,EUR,56,R18
21.02.2034,24.04.2034,PL,P0069,Product 69,VO,ORD001356,514.08,GBP,32,R19
22.02.2034,18.04.2034,IT,P0070,Product 70,VO,ORD001356,853.6,EUR,50,R20
23.02.2034,07.08.2034,NL,P0071,Product 71,VO,ORD001357,309.24,GBP,55,R21
24.02.2034,14.07.2034,ES,P0072,Product 72,VO,ORD001357,640.72,EUR,88,R22
25.02.2034,20.05.2034,NL,P0073,Product 73,VO,ORD001357,758.88,USD,15,R23
26.02.2034,16.07.2034,US,P0074,Product 74,VO,ORD001358,914.78,GBP,81,R24
27.02.2034,19.04.2034,RU,P0075,Product 75,VO,ORD001358,743.28,GBP,81,R25
28.02.2034,18.06.2034,RU,P0076,Product 76,VO,ORD001358,1589.62,USD,66,R26
01.03.2034,04.08.2034,PL,P0077,Product 77,VO,ORD001359,1451.71,RUB,52,R27
02.03.2034,08.06.2034,RU,P0078,Product 78,VO,ORD001359,1298.77,USD,54,R28
03.03.2034,29.06.2034,NL,P0079,Product 79,VO,ORD001359,859.57,GBP,97,R29
04.03.2034,24.07.2034,SE,P0080,Product 80,VO,ORD001360,564.87,EUR,53,R30
05.03.2034,19.08.2034,FR,P0081,Product 81,VO,ORD001360,1147.37,EUR,71,R31
06.03.2034,22.04.2034,FR,P0082,Product 82,VO,ORD001360,1968.02,RUB,2,R32
07.03.2034,12.05.2034,NL,P0083,Product 83,VO,ORD001361,1549.29,USD,23,R33
08.03.2034,22.08.2034,IT,P0084,Product 84,VO,ORD001361,1509.56,EUR,50,R34
09.03.2034,01.07.2034,SE,P0085,Product 85,VO,ORD001361,1198.67,GBP,18,R35
10.03.2034,20.07.2034,DE,P0086,Product 86,VO,ORD001362,1344.25,USD,69,R36
11.03.2034,11.04.2034,FR,P0087,Product 87,VO,ORD001362,733.37,GBP,47,R37
12.03.2034,20.08.2034,US,P0088,Product 88,VO,ORD001362,1799.62,GBP,88,R38
13.03.2034,15.05.2034,US,P0089,Product 89,VO,ORD001363,1012.65,EUR,82,R39
14.03.2034,06.07.2034,RU,P0090,Product 90,VO,ORD001363,197.07,GBP,88,R40
15.03.2034,08.08.2034,US,P0091,Product 91,VO,ORD001363,1514.99,RUB,48,R41
16.03.2034,27.05.2034,SE,P0092,Product 92,VO,ORD001364,558.91,EUR,37,R42
17.03.2034,27.06.2034,RU,P0093,Product 93,VO,ORD001364,1582.69,EUR,30,R43
18.03.2034,26.06.2034,IT,P0094,Product 94,VO,ORD001364,1889.06,EUR,90,R44
19.03.2034,10.05.2034,SE,P0095,Product 95,VO,ORD001365,1199.36,RUB,8,R45
20.03.2034,09.08.2034,FI,P0096,Product 96,VO,ORD001365,1701.16,GBP,40,R46
21.03.2034,23.07.2034,PL,P0097,Product 97,VO,ORD001365,1062.4,USD,88,R47
22.03.2034,26.06.2034,PL,P0098,Product 98,VO,ORD001366,412.93,RUB,75,R48
23.03.2034,22.08.2034,FI,P0099,Product 99,VO,ORD001366,341.46,USD,88,R49
24.03.2034,19.07.2034,DE,P0100,Product 100,VO,ORD001366,1464.54,USD,10,R00
25.03.2034,03.09.2034,PL,P0101,Product 101,VO,ORD001367,138.89,EUR,68,R01
26.03.2034,30.04.2034,FI,P0102,Product 102,VO,ORD001367,1608.52,RUB,96,R02
27.03.2034,19.09.2034,US,P0103,Product 103,VO,ORD001367,806.59,EUR,13,R03
28.03.2034,22.07.2034,RU,P0104,Product 104,VO,ORD001368,1072.6,USD,34,R04
29.03.2034,26.07.2034,FR,P0105,Product 105,VO,ORD001368,1781.67,RUB,85,R05
30.03.2034,28.05.2034,FI,P0106,Product 106,VO,ORD001368,761.52,RUB,95,R06
31.03.2034,15.09.2034,DE,P0107,Product 107,VO,ORD001369,366.92,GBP,92,R07
01.04.2034,11.09.2034,PL,P0108,Product 108,VO,ORD001369,368.5,GBP,62,R08
02.04.2034,11.06.2034,DE,P0109,Product 109,VO,ORD001369,961.58,USD,19,R09
03.04.2034,01.06.2034,PL,P0110,Product 110,VO,ORD001370,102.82,USD,62,R10
04.04.2034,11.06.2034,DE,P0111,Product 111,VO,ORD001370,1961.14,RUB,30,R11
05.04.2034,16.06.2034,IT,P0112,Product 112,VO,ORD001370,955.19,EUR,91,R12
06.04.2034,09.08.2034,PL,P0113,Product 113,VO,ORD001371,991.6,EUR,14,R13
07.04.2034,17.06.2034,ES,P0114,Product 114,VO,ORD001371,1162.74,EUR,93,R14
08.04.2034,27.05.2034,ES,P0115,Product 115,VO,ORD001371,1287.73,EUR,4,R15
09.04.2034,15.09.2034,DE,P0116,Product 116,VO,ORD001372,722.45,EUR,76,R16
10.04.2034,16.08.2034,IT,P0117,Product 117,VO,ORD001372,639.01,RUB,83,R17
11.04.2034,16.05.2034,FR,P0118,Product 118,VO,ORD001372,847.03,USD,52,R18
12.04.2034,03.09.2034,PL,P0119,Product 119,VO,ORD001373,732.85,RUB,39,R19
13.04.2034,07.06.2034,DE,P0120,Product 120,VO,ORD001373,624.96,RUB,20,R20
14.04.2034,25.08.2034,DE,P0121,Product 121,VO,ORD001373,1593.83,EUR,76,R21
15.04.2034,10.07.2034,US,P0122,Product 122,VO,ORD001374,219.47,GBP,9,R22
16.04.2034,16.09.2034,RU,P0123,Product 123,VO,ORD001374,1965.7,RUB,80,R23
17.04.2034,19.07.2034,FR,P0124,Product 124,VO,ORD001374,267.96,USD,3,R24
18.04.2034,10.08.2034,US,P0125,Product 125,VO,ORD001375,1924.53,RUB,30,R25
19.04.2034,08.06.2034,DE,P0126,Product 126,VO,ORD001375,240.76,GBP,18,R26
20.04.2034,15.10.2034,DE,P0127,Product 127,VO,ORD001375,638.67,GBP,38,R27
21.04.2034,09.08.2034,NL,P0128,Product 128,VO,ORD001376,1652.04,EUR,2,R28
22.04.2034,22.07.2034,RU,P0129,Product 129,VO,ORD001376,1218.59,RUB,61,R29
23.04.2034,20.08.2034,IT,P0130,Product 130,VO,ORD001376,387.85,RUB,27,R30
24.04.2034,15.08.2034,IT,P0131,Product 131,VO,ORD001377,1538.23,EUR,69,R31
25.04.2034,18.10.2034,ES,P0132,Product 132,VO,ORD001377,395.54,GBP,47,R32
26.04.2034,09.10.2034,ES,P0133,Product 133,VO,ORD001377,1762.26,GBP,85,R33
27.04.2034,16.09.2034,FI,P0134,Product 134,VO,ORD001378,1017.76,RUB,26,R34
28.04.2034,14.07.2034,IT,P0135,Product 135,VO,ORD001378,682.63,RUB,35,R35
29.04.2034,28.09.2034,PL,P0136,Product 136,VO,ORD001378,1141.2,USD,83,R36
30.04.2034,13.10.2034,US,P0137,Product 137,VO,ORD001379,1044.0,RUB,24,R37
01.05.2034,20.10.2034,US,P0138,Product 138,VO,ORD001379,1234.69,RUB,61,R38
02.05.2034,11.08.2034,DE,P0139,Product 139,VO,ORD001379,1575.51,GBP,33,R39
03.05.2034,12.07.2034,RU,P0140,Product 140,VO,ORD001380,506.59,EUR,6,R40
04.05.2034,24.06.2034,FR,P0141,Product 141,VO,ORD001380,1041.65,USD,14,R41
05.05.2034,17.09.2034,DE,P0142,Product 142,VO,ORD001380,1385.37,USD,10,R42
06.05.2034,11.10.2034,PL,P0143,Product 143,VO,ORD001381,1853.68,GBP,55,R43
07.05.2034,08.10.2034,PL,P0144,Product 144,VO,ORD001381,1809.41,EUR,59,R44
08.05.2034,04.07.2034,FR,P0145,Product 145,VO,ORD001381,1733.73,RUB,85,R45
09.05.2034,07.07.2034,DE,P0146,Product 146,VO,ORD001382,1776.37,GBP,81,R46
10.05.2034,16.09.2034,FI,P0147,Product 147,VO,ORD001382,1468.48,GBP,61,R47
11.05.2034,05.09.2034,FI,P0148,Product 148,VO,ORD001382,1867.06,RUB,19,R48
12.05.2034,31.08.2034,RU,P0149,Product 149,VO,ORD001383,897.3,GBP,78,R49
13.05.2034,12.07.2034,US,P0150,Product 150,VO,ORD001383,781.69,USD,21,R00
14.05.2034,07.10.2034,IT,P0151,Product 151,VO,ORD001383,1846.73,RUB,74,R01
15.05.2034,10.10.2034,DE,P0152,Product 152,VO,ORD001384,1611.2,EUR,79,R02
16.05.2034,27.07.2034,DE,P0153,Product 153,VO,ORD001384,1066.67,EUR,54,R03
17.05.2034,25.07.2034,NL,P0154,Product 154,VO,ORD001384,1746.75,EUR,87,R04
18.05.2034,26.10.2034,SE,P0155,Product 155,VO,ORD001385,344.5,RUB,15,R05
19.05.2034,28.10.2034,ES,P0156,Product 156,VO,ORD001385,1153.44,USD,50,R06
20.05.2034,05.07.2034,PL,P0157,Product 157,VO,ORD001385,895.02,GBP,90,R07
21.05.2034,08.09.2034,NL,P0158,Product 158,VO,ORD001386,777.42,RUB,51,R08
22.05.2034,06.07.2034,ES,P0159,Product 159,VO,ORD001386,1342.24,USD,45,R09
23.05.2034,16.11.2034,SE,P0160,Product 160,VO,ORD001386,1441.91,USD,77,R10
24.05.2034,26.08.2034,PL,P0161,Product 161,VO,ORD001387,255.38,RUB,79,R11
25.05.2034,05.11.2034,SE,P0162,Product 162,VO,ORD001387,865.4,USD,74,R12
26.05.2034,17.08.2034,NL,P0163,Product 163,VO,ORD001387,415.18,GBP,55,R13
27.05.2034,16.08.2034,FI,P0164,Product 164,VO,ORD001388,1305.59,GBP,65,R14
28.05.2034,14.11.2034,FR,P0165,Product 165,VO,ORD001388,557.84,RUB,15,R15
29.05.2034,15.10.2034,SE,P0166,Product 166,VO,ORD001388,1280.5,RUB,39,R16
30.05.2034,01.11.2034,FI,P0167,Product 167,VO,ORD001389,661.29,EUR,23,R17
31.05.2034,09.10.2034,RU,P0168,Product 168,VO,ORD001389,1603.41,EUR,25,R18
01.06.2034,17.09.2034,SE,P0169,Product 169,VO,ORD001389,1853.93,RUB,34,R19
02.06.2034,16.10.2034,DE,P0170,Product 170,VO,ORD001390,1863.34,GBP,57,R20
03.06.2034,26.09.2034,ES,P0171,Product 171,VO,ORD001390,481.24,RUB,54,R21
04.06.2034,11.09.2034,DE,P0172,Product 172,VO,ORD001390,545.71,GBP,28,R22
05.06.2034,02.11.2034,FI,P0173,Product 173,VO,ORD001391,964.58,GBP,21,R23
06.06.2034,16.10.2034,US,P0174,Product 174,VO,ORD001391,1656.23,RUB,10,R24
07.06.2034,28.07.2034,IT,P0175,Product 175,VO,ORD001391,1087.13,RUB,4,R25
08.06.2034,30.10.2034,FR,P0176,Product 176,VO,ORD001392,995.77,RUB,16,R26
09.06.2034,29.07.2034,DE,P0177,Product 177,VO,ORD001392,266.61,EUR,43,R27
10.06.2034,18.11.2034,US,P0178,Product 178,VO,ORD001392,759.31,RUB,83,R28
11.06.2034,07.12.2034,FI,P0179,Product 179,VO,ORD001393,1268.41,RUB,83,R29
12.06.2034,22.08.2034,PL,P0180,Product 180,VO,ORD001393,155.83,RUB,45,R30
13.06.2034,21.10.2034,IT,P0181,Product 181,VO,ORD001393,1145.41,USD,92,R31
14.06.2034,11.11.2034,FR,P0182,Product 182,VO,ORD001394,1406.7,USD,40,R32
15.06.2034,12.09.2034,SE,P0183,Product 183,VO,ORD001394,879.87,GBP,20,R33
16.06.2034,06.11.2034,FR,P0184,Product 184,VO,ORD001394,702.9,USD,71,R34
17.06.2034,19.11.2034,RU,P0185,Product 185,VO,ORD001395,1100.93,USD,54,R35
18.06.2034,05.09.2034,RU,P0186,Product 186,VO,ORD001395,1689.49,EUR,93,R36
19.06.2034,16.10.2034,DE,P0187,Product 187,VO,ORD001395,1291.96,EUR,48,R37
20.06.2034,08.09.2034,IT,P0188,Product 188,VO,ORD001396,1315.83,EUR,37,R38
21.06.2034,24.07.2034,FI,P0189,Product 189,VO,ORD001396,266.38,USD,60,R39
22.06.2034,09.10.2034,FI,P0190,Product 190,VO,ORD001396,1239.79,EUR,84,R40
23.06.2034,28.07.2034,FR,P0191,Product 191,VO,ORD001397,1994.24,GBP,19,R41
24.06.2034,18.12.2034,NL,P0192,Product 192,VO,ORD001397,1485.08,EUR,85,R42
25.06.2034,02.12.2034,NL,P0193,Product 193,VO,ORD001397,1620.73,USD,6,R43
26.06.2034,06.10.2034,RU,P0194,Product 194,VO,ORD001398,1360.3,GBP,67,R44
27.06.2034,16.11.2034,DE,P0195,Product 195,VO,ORD001398,575.99,GBP,90,R45
28.06.2034,02.08.2034,DE,P0196,Product 196,VO,ORD001398,794.69,RUB,66,R46
29.06.2034,07.09.2034,FI,P0197,Product 197,VO,ORD001399,934.44,EUR,96,R47
30.06.2034,21.08.2034,FR,P0198,Product 198,VO,ORD001399,308.4,RUB,49,R48
01.07.2034,02.11.2034,DE,P0199,Product 199,VO,ORD001399,852.76,USD,99,R49
02.07.2034,09.11.2034,US,P0200,Product 200,VO,ORD001400,202.62,EUR,86,R00
03.07.2034,30.08.2034,SE,P0201,Product 201,VO,ORD001400,151.05,USD,88,R01
04.07.2034,23.11.2034,SE,P0202,Product 202,VO,ORD001400,1545.08,RUB,64,R02
05.07.2034,20.12.2034,RU,P0203,Product 203,VO,ORD001401,1586.82,EUR,97,R03
06.07.2034,12.11.2034,FI,P0204,Product 204,VO,ORD001401,1641.82,USD,92,R04
07.07.2034,29.12.2034,NL,P0205,Product 205,VO,ORD001401,119.7,USD,21,R05
08.07.2034,24.12.2034,SE,P0206,Product 206,VO,ORD001402,366.9,EUR,5,R06
09.07.2034,11.11.2034,US,P0207,Product 207,VO,ORD001402,1781.94,GBP,13,R07
10.07.2034,26.08.2034,RU,P0208,Product 208,VO,ORD001402,1908.72,RUB,27,R08
11.07.2034,13.11.2034,FI,P0209,Product 209,VO,ORD001403,501.93,EUR,2,R09
12.07.2034,13.09.2034,FI,P0210,Product 210,VO,ORD001403,212.35,RUB,17,R10
13.07.2034,31.08.2034,US,P0211,Product 211,VO,ORD001403,791.53,GBP,28,R11
14.07.2034,27.08.2034,IT,P0212,Product 212,VO,ORD001404,448.93,EUR,51,R12
15.07.2034,23.10.2034,NL,P0213,Product 213,VO,ORD001404,473.72,RUB,2,R13
16.07.2034,11.09.2034,IT,P0214,Product 214,VO,ORD001404,1082.67,RUB,4,R14
17.07.2034,25.12.2034,DE,P0215,Product 215,VO,ORD001405,935.19,GBP,59,R15
18.07.2034,16.09.2034,DE,P0216,Product 216,VO,ORD001405,635.63,USD,2,R16
19.07.2034,12.10.2034,RU,P0217,Product 217,VO,ORD001405,101.48,EUR,80,R17
20.07.2034,07.10.2034,IT,P0218,Product 218,VO,ORD001406,1558.35,USD,8,R18
21.07.2034,04.01.2035,PL,P0219,Product 219,VO,ORD001406,1805.28,RUB,81,R19
22.07.2034,25.09.2034,NL,P0220,Product 220,VO,ORD001406,143.81,EUR,96,R20
23.07.2034,18.09.2034,FR,P0221,Product 221,VO,ORD001407,1158.65,USD,72,R21
24.07.2034,21.09.2034,IT,P0222,Product 222,VO,ORD001407,350.85,EUR,40,R22
25.07.2034,14.01.2035,US,P0223,Product 223,VO,ORD001407,504.46,EUR,43,R23
26.07.2034,15.10.2034,US,P0224,Product 224,VO,ORD001408,1849.61,EUR,5,R24
27.07.2034,23.12.2034,SE,P0225,Product 225,VO,ORD001408,1001.48,GBP,99,R25
28.07.2034,29.09.2034,US,P0226,Product 226,VO,ORD001408,1160.33,EUR,74,R26
29.07.2034,09.11.2034,DE,P0227,Product 227,VO,ORD001409,1624.6,USD,86,R27
30.07.2034,18.01.2035,IT,P0228,Product 228,VO,ORD001409,946.23,USD,37,R28
31.07.2034,04.12.2034,FI,P0229,Product 229,VO,ORD001409,945.62,USD,99,R29
01.08.2034,16.11.2034,PL,P0230,Product 230,VO,ORD001410,1617.57,RUB,23,R30
02.08.2034,23.10.2034,SE,P0231,Product 231,VO,ORD001410,690.96,RUB,82,R31
03.08.2034,05.12.2034,SE,P0232,Product 232,VO,ORD001410,1688.98,RUB,39,R32
04.08.2034,30.11.2034,IT,P0233,Product 233,VO,ORD001411,263.3,GBP,48,R33
05.08.2034,08.09.2034,IT,P0234,Product 234,VO,ORD001411,838.26,GBP,74,R34
06.08.2034,10.01.2035,PL,P0235,Product 235,VO,ORD001411,615.5,GBP,39,R35
07.08.2034,28.09.2034,ES,P0236,Product 236,VO,ORD001412,1539.34,USD,84,R36
08.08.2034,30.10.2034,DE,P0237,Product 237,VO,ORD001412,1498.17,RUB,42,R37
09.08.2034,29.12.2034,RU,P0238,Product 238,VO,ORD001412,1335.12,EUR,24,R38
